customer_id,age,gender,dependent_count,education_level,marital_status,estimated_income,months_on_book,total_relationship_count,months_inactive_12_mon,credit_limit,total_trans_amount,total_trans_count,avg_utilization_ratio
811604133,47,F,4,Graduate,Single,36000,36,3,3,2492.0,1126,23,0.626
789124683,54,M,2,Graduate,Married,104000,42,4,2,12217.0,1110,21,0.0
771071958,41,F,3,Graduate,Single,29000,28,6,1,7768.0,1051,22,0.215
720466383,59,M,1,High School,Unknown,46000,46,4,1,14784.0,1197,23,0.093
804424383,63,M,1,Graduate,Married,70000,56,3,3,10215.0,1904,40,0.099
718813833,44,F,3,Uneducated,Single,30000,34,5,2,10100.0,1052,18,0.0
806624208,47,M,4,High School,Married,45000,42,6,0,4785.0,1045,38,0.285
778348233,53,M,3,College,Married,94000,33,3,2,2753.0,1038,25,0.658
712991808,53,M,2,Uneducated,Married,71000,48,2,5,2451.0,1596,26,0.69
709029408,41,M,4,Graduate,Married,75000,36,4,1,8923.0,1589,24,0.282
788658483,53,F,2,College,Married,21000,38,5,2,2650.0,1411,28,0.562
787937058,58,M,0,Graduate,Married,103000,49,6,2,12555.0,1291,24,0.135
715318008,55,F,1,College,Single,29000,36,4,2,3520.0,1407,43,0.544
713962233,55,F,3,Graduate,Married,25000,36,6,2,3035.0,1877,37,0.757
785432733,42,F,4,High School,Married,36000,36,2,3,15433.0,966,22,0.0
715190283,57,F,1,Graduate,Unknown,51000,49,3,3,3672.0,1464,28,0.241
708300483,66,F,0,Doctorate,Married,26000,56,5,4,7882.0,704,16,0.077
827111283,45,M,3,Graduate,Single,116000,41,2,2,32426.0,1109,28,0.018
758551608,51,M,2,Uneducated,Married,41000,44,4,1,6205.0,1347,28,0.355
773146383,50,F,1,College,Single,52000,43,3,2,17304.0,1756,33,0.145
778493808,49,M,3,High School,Married,67000,37,5,2,3906.0,1756,32,0.0
720572508,38,F,4,Graduate,Single,87000,28,2,3,9830.0,1042,23,0.209
712661433,49,M,4,Uneducated,Single,112000,30,3,2,34516.0,1444,28,0.0
789172683,56,M,2,Doctorate,Married,63000,45,6,2,2283.0,1741,27,0.626
738406533,59,M,1,Doctorate,Married,40000,52,3,2,2548.0,1719,27,0.793
799723908,46,M,3,High School,Married,118000,40,4,3,19458.0,1217,27,0.074
771490833,52,M,1,College,Single,96000,40,5,1,4745.0,1140,40,0.259
720756708,52,F,3,Uneducated,Married,23000,41,6,3,2622.0,1878,30,0.591
779471883,54,F,1,Graduate,Married,30000,40,2,3,1438.3,705,19,0.562
711525033,66,F,0,High School,Married,37000,54,3,4,3171.0,1946,38,0.687
712813458,49,M,2,Graduate,Married,138000,36,4,2,19763.0,1414,35,0.127
714374133,56,M,2,Graduate,Married,137000,36,1,3,15769.0,602,15,0.0
717891558,49,F,4,Graduate,Unknown,35000,36,6,4,3298.0,1052,32,0.667
716632758,49,F,3,Graduate,Single,36000,36,2,2,2802.0,1295,40,0.843
768563658,56,M,2,Uneducated,Married,49000,50,4,2,4458.0,1424,29,0.422
711427458,44,F,5,Graduate,Married,36000,35,4,1,6273.0,1359,25,0.156
714091983,42,M,2,High School,Single,61000,34,4,4,3336.0,1168,27,0.525
787584108,55,M,3,Doctorate,Married,104000,47,4,2,3436.0,1097,33,0.587
712030833,48,M,2,Graduate,Married,69000,35,2,4,34516.0,691,15,0.0
711481533,39,M,1,High School,Divorced,77000,33,5,3,5926.0,1316,28,0.211
710082708,44,M,4,Post-Graduate,Single,178000,32,2,4,23957.0,1276,26,0.088
708155733,53,M,2,High School,Single,127000,44,4,2,14734.0,1289,23,0.111
788979258,51,M,4,Uneducated,Single,101000,38,4,1,34516.0,1293,32,0.044
807986133,57,M,2,College,Married,61000,52,5,3,6584.0,1353,35,0.276
788730933,44,F,2,Uneducated,Single,38000,20,6,3,2084.0,1132,28,0.704
711314058,49,M,2,Graduate,Married,74000,32,2,2,1687.0,1670,17,0.656
717975333,50,M,2,Doctorate,Married,84000,38,6,2,25300.0,837,15,0.053
715971108,51,M,4,Graduate,Single,185000,42,3,2,34516.0,1550,41,0.051
720096558,55,F,2,Graduate,Married,32000,42,5,3,2216.0,1540,36,0.467
719580033,54,M,1,Graduate,Unknown,79000,43,4,2,2910.0,1256,21,0.698
820582308,42,M,5,Uneducated,Married,118000,37,6,2,22913.0,1394,35,0.067
789973308,44,M,1,College,Single,78000,35,3,3,24312.0,1341,24,0.079
712876233,53,M,2,Graduate,Single,114000,36,5,3,5272.0,1289,33,0.287
804595158,44,F,4,Graduate,Single,31000,36,6,4,7000.0,1112,23,0.36
714826758,37,F,3,Uneducated,Single,27000,29,4,4,7038.0,2339,57,0.256
779058108,49,M,3,Graduate,Divorced,72000,30,6,1,2536.0,1468,23,0.719
710790258,47,M,2,Graduate,Married,88000,38,6,3,28904.0,1334,35,0.066
715623483,47,M,3,Graduate,Married,74000,37,4,4,8567.0,1457,41,0.198
715156383,44,M,1,College,Unknown,136000,36,6,2,34516.0,1603,29,0.044
711013983,55,F,4,Graduate,Married,50000,45,2,4,2158.0,615,12,0.0
755420433,59,F,1,Graduate,Married,37000,52,2,3,10133.0,1068,20,0.14
794543958,53,M,1,Graduate,Divorced,87000,35,5,4,34516.0,1590,27,0.035
716396358,52,M,2,Graduate,Married,64000,47,5,3,3085.0,1531,35,0.619
715398033,53,M,2,High School,Single,191000,35,4,2,19040.0,1212,31,0.108
711743883,43,F,3,Uneducated,Single,31000,35,5,2,4026.0,1237,32,0.0
719720058,44,M,3,High School,Single,62000,31,4,3,12756.0,1413,14,0.066
778992108,57,M,2,Graduate,Married,156000,45,5,3,5266.0,1516,29,0.0
717539808,51,F,2,High School,Single,24000,36,3,2,9930.0,1276,21,0.0
714070758,49,M,4,High School,Single,94000,38,4,3,31302.0,1564,35,0.062
714107958,45,M,1,Graduate,Single,42000,36,4,4,6576.0,1465,34,0.0
789140283,53,M,0,Graduate,Single,88000,42,5,4,2664.0,1286,29,0.765
715550508,45,F,3,Graduate,Married,42000,28,5,1,2535.0,1312,20,0.963
719712633,64,M,1,Graduate,Married,32000,52,6,4,1709.0,1673,32,0.524
772629333,45,M,3,Graduate,Married,47000,35,5,4,3454.0,1313,30,0.347
720336708,53,M,3,Doctorate,Married,49000,35,5,3,3789.0,1609,42,0.45
802013583,56,M,3,College,Married,125000,50,3,2,9689.0,1158,19,0.232
711887583,47,M,2,Graduate,Married,99000,37,2,3,5449.0,836,18,0.299
714778833,49,F,3,College,Single,30000,43,4,4,23032.0,1289,22,0.085
713843283,41,F,3,High School,Married,41000,34,5,3,34516.0,1487,26,0.059
779155158,53,M,3,Graduate,Married,165000,34,6,2,2940.0,1259,33,0.43
721091583,44,F,2,Graduate,Single,35000,32,3,3,3031.0,1298,15,0.62
713572683,44,M,3,High School,Unknown,70000,25,3,3,1862.0,1226,34,0.0
716657058,43,F,4,Post-Graduate,Married,36000,33,2,3,8358.0,1566,37,0.111
779509983,53,M,2,Post-Graduate,Single,131000,36,6,1,34516.0,1022,21,0.027
717929133,44,M,1,Uneducated,Married,63000,36,5,2,14450.0,1235,30,0.169
808284783,62,F,1,High School,Married,20000,56,6,0,1438.3,1951,44,0.0
708476808,54,M,4,Graduate,Divorced,189000,36,6,3,33791.0,1047,31,0.058
710916408,57,M,4,Graduate,Married,74000,39,4,3,8466.0,1342,32,0.223
708492558,42,M,3,Uneducated,Married,70000,36,5,3,15088.0,1107,21,0.057
799825758,42,M,4,High School,Divorced,67000,36,5,1,3263.0,1251,35,0.513
718619883,54,F,0,Uneducated,Married,31000,36,2,2,1494.0,1305,24,0.473
711844758,48,M,3,Graduate,Single,114000,35,6,1,13551.0,1388,37,0.095
714798783,49,M,1,Graduate,Single,96000,36,6,2,18886.0,1235,18,0.047
826762908,52,M,3,High School,Unknown,113000,48,3,2,11976.0,2089,36,0.106
771894558,50,M,3,High School,Single,87000,39,4,1,9964.0,1626,25,0.156
721074183,49,M,1,Doctorate,Married,64000,36,4,6,24159.0,1111,24,0.05
715259583,53,F,2,High School,Married,35000,44,3,2,5362.0,1553,38,0.355
718414008,50,M,2,Graduate,Single,149000,36,3,2,34516.0,1064,13,0.03
719666283,55,F,1,Doctorate,Married,29000,36,4,1,3174.0,1243,29,0.615
714877233,53,M,1,High School,Married,99000,47,3,2,12262.0,1659,38,0.15
785387883,47,F,3,High School,Single,57000,41,4,3,3788.0,1594,47,0.407
771075258,55,M,2,College,Single,133000,42,2,3,34516.0,1268,42,0.044
711318033,47,M,3,Graduate,Single,65000,36,4,2,2926.0,1304,24,0.0
783554958,58,M,4,Graduate,Single,197000,52,6,1,32090.0,1368,30,0.0
720201033,53,M,2,Graduate,Married,91000,41,3,3,11669.0,720,23,0.191
718039683,52,M,2,High School,Single,50000,45,3,1,13532.0,1521,29,0.096
710806083,50,F,1,Uneducated,Unknown,36000,36,4,2,11888.0,1137,30,0.176
714752208,42,F,1,Graduate,Married,26000,36,5,1,2393.0,978,16,0.83
822063408,43,M,4,Graduate,Married,59000,39,5,1,6111.0,1221,16,0.412
714490308,57,M,4,Graduate,Married,116000,46,3,2,19270.0,1565,28,0.086
713356833,52,M,1,Graduate,Married,111000,43,3,1,3710.0,1578,34,0.678
711402333,47,M,2,Doctorate,Single,35000,37,2,1,3235.0,1493,32,0.246
708296883,44,F,3,Graduate,Single,59000,38,3,1,11749.0,1178,27,0.067
719154483,53,M,2,High School,Divorced,65000,36,5,3,7753.0,991,26,0.271
717721458,45,M,4,College,Divorced,70000,40,5,1,10408.0,2560,42,0.114
711112683,63,F,1,College,Married,43000,36,6,2,3967.0,1657,29,0.395
715674483,39,F,2,Post-Graduate,Single,24000,27,4,2,6205.0,1204,19,0.406
789322833,48,F,5,High School,Married,38000,38,1,3,8025.0,673,18,0.0
789968058,51,M,1,Graduate,Single,185000,42,6,2,9036.0,1131,18,0.258
709919283,54,M,4,Graduate,Married,90000,34,2,3,14926.0,1576,25,0.169
718744008,59,F,1,Graduate,Single,24000,36,3,2,6335.0,1217,20,0.178
767712558,59,M,1,College,Single,65000,53,2,3,14979.0,530,10,0.0
712950783,48,F,4,Uneducated,Married,24000,38,3,2,2732.0,739,16,0.0
716104983,41,F,2,Graduate,Single,21000,32,6,3,2250.0,1617,31,0.941
818839983,55,M,2,Graduate,Married,132000,50,3,2,10916.0,1592,34,0.141
772288758,47,F,4,Graduate,Married,42000,36,4,1,5349.0,1343,30,0.23
712350858,41,M,2,High School,Married,91000,24,4,1,9366.0,1303,39,0.118
711009708,40,M,3,High School,Single,88000,28,5,1,21617.0,1351,22,0.0
712720158,68,M,1,Graduate,Married,108000,56,5,2,13860.0,1910,32,0.119
712215258,50,F,1,Graduate,Single,48000,31,2,2,18386.0,1298,22,0.0
773827008,47,M,4,Uneducated,Single,68000,41,6,2,2405.0,1087,29,0.64
795232683,53,F,1,College,Married,33000,47,4,2,2154.0,1439,26,0.432
713786508,42,F,5,High School,Married,54000,36,3,3,2038.0,1238,28,0.0
713539833,48,F,4,High School,Single,47000,38,6,1,8135.0,1716,29,0.0
712454058,49,M,1,Doctorate,Married,176000,38,6,1,9364.0,1099,27,0.066
718759833,44,F,2,Uneducated,Married,67000,35,4,3,32643.0,1058,24,0.0
718803333,43,F,4,Graduate,Divorced,26000,34,2,3,3195.0,1285,29,0.612
720253908,56,M,0,High School,Married,109000,43,5,2,2852.0,1651,28,0.359
714133158,59,F,1,College,Single,89000,36,2,3,4224.0,1152,31,0.309
713187033,46,M,1,Uneducated,Married,68000,36,3,2,20459.0,1767,38,0.101
714791208,47,F,4,High School,Divorced,26000,41,6,5,3482.0,1039,24,0.607
772426383,50,F,4,Uneducated,Married,45000,40,5,2,3065.0,1130,28,0.512
710975883,51,F,3,Uneducated,Married,28000,43,3,1,2185.0,1645,30,0.806
714264408,47,F,3,Uneducated,Married,35000,36,4,1,1611.0,1413,29,0.463
715827858,58,F,4,Uneducated,Married,36000,47,3,3,2822.0,1218,23,0.77
713741358,46,M,5,Graduate,Single,91000,33,6,3,32975.0,597,17,0.076
709531908,53,M,3,High School,Married,63000,47,5,2,1438.3,2184,53,0.0
716493408,45,F,4,Uneducated,Divorced,57000,36,4,3,15875.0,1592,37,0.108
714141108,52,F,1,High School,Married,26000,45,6,3,6703.0,1388,28,0.133
708953883,53,M,2,College,Married,116000,36,2,2,3212.0,757,20,0.0
712608783,50,M,2,High School,Married,97000,45,3,1,34516.0,1504,34,0.037
820353558,41,F,3,High School,Married,57000,36,4,1,9797.0,1503,34,0.146
714964758,45,F,5,Graduate,Divorced,54000,36,5,2,10400.0,1105,28,0.171
716264358,53,M,3,Uneducated,Married,104000,42,2,1,26792.0,2398,47,0.069
717296808,67,F,1,Graduate,Married,28000,56,4,3,3006.0,1661,32,0.837
712977183,57,F,2,Uneducated,Single,52000,36,6,3,19482.0,1421,22,0.055
710829108,59,F,1,Uneducated,Married,52000,36,4,2,3356.0,999,28,0.294
779562633,45,M,2,Uneducated,Married,52000,34,3,2,5771.0,1387,18,0.39
715315833,51,M,3,Graduate,Married,89000,36,6,2,11106.0,1243,24,0.19
815500983,59,F,1,Uneducated,Married,21000,54,5,3,2890.0,1860,36,0.692
719360583,53,M,1,Graduate,Married,62000,45,6,2,3380.0,1502,25,0.503
709701558,47,M,3,Graduate,Married,73000,36,2,1,21331.0,1460,50,0.059
721148358,49,F,3,Uneducated,Single,32000,38,6,2,12860.0,1348,27,0.0
779862408,49,M,3,Post-Graduate,Single,101000,33,3,1,6278.0,1087,33,0.074
812627208,60,F,0,College,Single,25000,55,5,1,1438.3,1226,33,0.513
711033408,50,F,2,High School,Married,27000,36,5,1,9355.0,1230,28,0.174
779956608,41,F,2,Post-Graduate,Married,34000,31,6,1,20758.0,1555,32,0.0
780376683,57,M,1,Graduate,Married,111000,47,5,3,14612.0,1827,24,0.135
717912483,43,M,4,Graduate,Unknown,117000,27,5,2,27259.0,1376,35,0.0
714454758,57,F,3,Graduate,Married,37000,47,4,2,6347.0,1771,37,0.251
780466533,54,M,3,Doctorate,Married,166000,41,3,3,21592.0,1873,52,0.078
715735233,51,F,5,Post-Graduate,Married,25000,44,5,1,3449.0,1679,42,0.463
720476733,47,F,3,High School,Married,32000,34,2,1,6028.0,1002,22,0.133
715872333,41,M,0,High School,Unknown,150000,36,3,2,18214.0,1344,21,0.11
712375758,53,M,3,Uneducated,Married,85000,43,3,3,16393.0,1461,42,0.087
708868233,68,M,0,High School,Married,38000,52,1,3,1438.3,760,21,0.626
718030083,59,M,1,College,Married,69000,36,4,1,7871.0,1428,22,0.214
720707283,48,M,4,Graduate,Married,86000,36,5,3,5288.0,1777,42,0.164
771698658,44,M,5,Graduate,Married,69000,32,4,5,11376.0,1302,27,0.176
748326258,48,M,3,College,Married,112000,41,4,5,12302.0,1483,41,0.133
770817783,47,M,4,Graduate,Married,74000,33,3,2,34516.0,1060,27,0.049
779353083,47,M,2,Graduate,Married,62000,32,4,2,34516.0,1330,32,0.043
711441333,43,F,1,High School,Divorced,30000,35,3,2,10514.0,1229,27,0.15
719808558,55,F,2,Graduate,Married,21000,43,2,4,1438.3,886,27,0.0
711551958,59,M,2,Post-Graduate,Married,61000,46,3,3,1438.3,844,24,0.0
809164083,63,M,1,Graduate,Married,49000,56,2,1,2619.0,1450,37,0.679
820596183,58,M,2,College,Married,189000,53,2,3,24407.0,2311,48,0.098
715999608,53,F,2,High School,Married,29000,36,4,1,2377.0,1378,26,0.694
710565408,59,M,0,High School,Unknown,113000,40,3,2,34516.0,1033,26,0.039
805543158,52,M,3,Graduate,Married,132000,47,5,3,11086.0,1523,40,0.199
709752183,48,M,3,High School,Single,65000,36,4,2,11432.0,1374,37,0.22
716479233,43,M,4,High School,Married,55000,36,5,3,13258.0,1080,21,0.13
713837058,48,M,2,College,Single,30000,36,3,2,2571.0,1234,24,0.76
718876683,43,F,4,Graduate,Single,26000,31,5,2,5781.0,1600,32,0.202
770746908,44,M,4,High School,Married,61000,30,5,1,7872.0,1155,32,0.319
794843883,41,M,3,High School,Married,95000,35,6,1,34516.0,1353,33,0.035
803043933,44,F,3,Uneducated,Divorced,22000,38,4,1,11127.0,1546,25,0.165
758076408,50,M,2,Graduate,Single,50000,43,2,1,1857.0,1590,43,0.863
714606558,60,F,1,Uneducated,Married,26000,36,5,1,1913.0,1448,22,0.665
778425408,44,M,4,Graduate,Single,91000,24,5,3,3839.0,1271,24,0.598
714171108,48,F,3,Graduate,Divorced,44000,39,6,2,2115.0,1223,20,0.539
719662458,44,F,2,Graduate,Divorced,24000,27,5,2,1438.3,1117,29,0.472
713137233,41,M,2,High School,Single,104000,28,4,3,27756.0,994,24,0.064
769425858,45,M,3,College,Single,67000,32,4,1,1438.3,1468,26,0.0
711297483,47,F,2,Uneducated,Divorced,39000,34,6,4,13878.0,1658,38,0.16
788900883,51,F,2,Graduate,Married,25000,36,3,1,3106.0,1368,38,0.42
758348808,51,M,2,Graduate,Married,193000,44,4,3,34516.0,1218,18,0.048
772336458,60,F,1,Uneducated,Married,51000,50,4,4,1438.3,702,12,0.713
708711483,57,M,2,Uneducated,Married,103000,46,2,3,18871.0,1516,21,0.092
717906783,41,M,5,Graduate,Single,144000,29,5,2,5207.0,1310,26,0.336
719437908,44,M,3,Post-Graduate,Divorced,86000,36,6,2,17965.0,1767,50,0.092
769433508,43,M,1,College,Single,75000,37,6,3,2733.0,933,25,0.666
790096533,55,M,2,College,Married,76000,48,4,3,8863.0,1512,27,0.147
720997383,52,M,1,Uneducated,Married,115000,36,2,3,1857.0,829,17,0.987
787541883,44,M,3,Graduate,Unknown,81000,33,3,3,34516.0,1120,27,0.0
709930758,41,M,2,Uneducated,Married,40000,30,5,3,11107.0,1506,33,0.11
789830058,44,M,4,Graduate,Single,85000,34,4,1,21573.0,1384,36,0.073
710299608,53,F,2,Graduate,Married,31000,33,2,3,2859.0,817,30,0.88
710741208,39,M,2,High School,Single,85000,36,4,2,5269.0,2094,25,0.28
821797008,49,M,5,College,Married,59000,45,2,2,1438.3,815,21,0.0
708874533,45,F,2,College,Married,31000,36,1,3,3387.0,510,24,0.0
715341858,54,M,2,Graduate,Married,119000,46,6,2,1982.0,1377,49,0.65
793636308,49,M,3,Uneducated,Single,105000,43,2,2,4645.0,1193,33,0.355
713779908,46,F,3,Doctorate,Single,21000,36,6,3,2189.0,1287,36,0.761
712125258,46,M,4,High School,Married,141000,30,3,3,2442.0,701,19,0.0
709703433,47,M,3,Graduate,Married,67000,38,4,1,21304.0,1770,25,0.072
721022433,44,M,2,Doctorate,Single,74000,36,5,1,7577.0,1409,35,0.327
710103558,50,M,3,Post-Graduate,Single,148000,31,4,1,3234.0,1354,28,0.459
715952883,73,M,0,High School,Married,51000,36,5,3,4469.0,1765,34,0.252
719731458,56,M,3,Post-Graduate,Unknown,40000,46,6,3,2910.0,1192,27,0.244
772390908,59,M,0,High School,Single,43000,48,2,4,3616.0,687,17,0.291
787348608,70,M,0,High School,Married,20000,56,3,2,3252.0,1227,15,0.46
709485033,55,F,2,High School,Married,26000,36,4,3,2358.0,1737,26,0.489
715432608,43,M,4,Doctorate,Single,77000,36,4,1,22322.0,1348,34,0.043
799471833,45,M,1,Uneducated,Single,124000,39,4,2,3133.0,1435,38,0.482
714187533,45,F,2,Uneducated,Single,46000,35,2,3,3540.0,1321,28,0.24
779656908,40,M,1,Graduate,Married,49000,23,6,3,6990.0,1479,29,0.197
788950158,36,M,2,College,Unknown,104000,22,2,2,34516.0,1283,39,0.048
778867533,59,F,0,Post-Graduate,Married,59000,40,1,4,1438.3,689,23,0.0
710620383,43,M,4,College,Married,69000,35,6,3,24396.0,965,17,0.048
778661358,46,F,1,Graduate,Married,37000,36,2,3,2474.0,1541,40,0.866
789483333,41,M,2,Uneducated,Married,59000,32,5,1,5214.0,1258,23,0.152
809855808,51,F,2,Graduate,Married,36000,46,5,2,5207.0,1339,20,0.317
718464258,51,F,3,Graduate,Unknown,28000,25,2,2,9512.0,1007,22,0.114
708528483,43,F,4,Graduate,Divorced,35000,23,6,3,3187.0,1387,33,0.762
771809733,64,F,0,High School,Married,47000,53,1,3,3353.0,960,18,0.0
719942883,54,M,5,Graduate,Married,69000,38,3,3,2290.0,1119,18,0.626
807226683,48,M,3,Uneducated,Single,45000,43,6,1,5279.0,1642,41,0.211
717806133,40,M,2,Uneducated,Divorced,63000,29,5,3,23603.0,1382,31,0.0
720615708,57,M,0,Uneducated,Married,48000,45,6,2,2601.0,1232,32,0.0
714511758,45,M,4,Graduate,Single,108000,40,4,3,6363.0,1542,16,0.162
715050408,41,M,3,High School,Single,104000,36,4,3,8029.0,1094,32,0.196
721132233,42,F,4,Uneducated,Married,23000,31,2,2,2410.0,1217,30,0.734
719211558,45,M,2,Graduate,Single,71000,36,1,1,3401.0,744,18,0.0
712069008,42,F,4,Uneducated,Married,38000,23,4,2,2260.0,1614,33,0.446
715996983,47,M,4,Uneducated,Divorced,97000,30,5,2,17682.0,1747,31,0.14
773466258,48,F,4,High School,Married,52000,42,3,1,4206.0,1144,22,0.262
798983508,43,M,1,Graduate,Single,90000,37,4,3,34516.0,1575,34,0.042
719117433,41,M,4,High School,Unknown,90000,36,4,3,23018.0,1463,24,0.094
716451183,54,F,1,Uneducated,Married,45000,44,5,2,5556.0,1706,21,0.308
718621608,54,F,2,High School,Married,118000,44,3,3,6094.0,909,14,0.0
715085733,61,M,0,Graduate,Married,49000,52,3,1,2939.0,2434,33,0.68
788977833,61,M,0,Uneducated,Married,91000,48,2,1,5362.0,1876,41,0.238
720272958,48,M,2,High School,Married,125000,36,3,3,27126.0,1000,25,0.0
708421833,45,F,4,Graduate,Single,34000,36,6,3,3342.0,1139,30,0.753
709173108,54,F,4,Graduate,Married,33000,40,6,2,2532.0,799,21,0.877
709879458,54,F,3,Doctorate,Married,58000,46,2,2,1900.0,1881,45,0.724
715120608,44,M,3,Graduate,Single,62000,37,2,3,14546.0,1273,27,0.117
770632758,50,F,4,Doctorate,Single,32000,36,2,3,2521.0,1328,33,0.638
779078733,55,M,2,Doctorate,Married,78000,36,3,4,16427.0,1579,36,0.102
771742533,48,M,2,Graduate,Unknown,47000,36,5,1,13068.0,937,28,0.131
720250158,45,M,2,College,Single,70000,33,6,3,23218.0,1749,37,0.078
716458983,60,M,0,High School,Married,53000,36,5,1,3281.0,1424,29,0.255
713747733,55,M,2,High School,Married,47000,47,5,3,3096.0,2011,41,0.716
712270158,62,F,0,High School,Married,54000,52,5,2,2052.0,1208,31,0.609
789562383,38,F,1,High School,Unknown,22000,30,2,3,1438.3,1259,24,0.405
754897008,46,M,3,High School,Single,46000,39,2,3,9432.0,1319,26,0.15
819700533,50,M,0,High School,Single,137000,45,5,2,14938.0,949,27,0.154
712890408,45,M,2,Uneducated,Married,61000,36,5,3,2221.0,1338,30,0.605
720248208,47,M,3,Post-Graduate,Divorced,70000,37,6,3,5731.0,1554,26,0.275
779749908,48,M,4,College,Married,66000,33,2,2,34516.0,1350,32,0.06
717401883,35,M,3,Uneducated,Married,75000,22,5,2,6985.0,1694,44,0.162
721509558,51,M,2,Graduate,Married,190000,42,3,3,24221.0,1678,40,0.07
710572458,36,F,3,High School,Married,110000,24,4,1,15439.0,2069,43,0.0
714576183,47,M,4,Graduate,Single,97000,36,6,3,21637.0,1222,23,0.094
721425558,52,M,2,Graduate,Single,166000,37,2,3,14543.0,1536,37,0.0
711109908,43,F,4,Uneducated,Married,32000,36,2,1,9684.0,1400,31,0.256
715203108,63,M,2,High School,Married,45000,36,2,2,5007.0,1050,28,0.186
710027508,61,M,0,Graduate,Married,66000,54,3,2,1616.0,1389,33,0.648
787464408,53,M,2,Uneducated,Single,76000,40,5,2,19116.0,1184,29,0.0
783542133,53,F,3,Graduate,Married,27000,47,5,6,2759.0,2093,42,0.806
708330858,57,M,3,Graduate,Married,197000,38,2,3,8249.0,678,11,0.167
714426783,38,F,2,Graduate,Single,122000,31,2,3,14041.0,1467,29,0.153
712701333,53,M,3,High School,Married,74000,43,5,3,5264.0,1219,27,0.412
709494483,63,F,0,High School,Married,34000,54,4,2,2420.0,1730,36,0.79
773373108,49,F,4,High School,Married,31000,43,4,2,2826.0,1025,28,0.732
715812258,45,M,2,High School,Married,108000,34,5,5,12518.0,1165,33,0.123
778286433,67,M,0,Graduate,Married,41000,56,4,2,5876.0,2133,55,0.221
789270033,48,M,3,Graduate,Single,99000,37,3,2,34516.0,1122,13,0.0
711569433,51,F,2,Uneducated,Divorced,32000,38,4,1,9648.0,1083,22,0.2
720214833,52,M,2,High School,Single,111000,40,3,3,34516.0,1234,23,0.063
709346133,55,F,2,Uneducated,Married,91000,35,3,3,3025.0,1277,23,0.785
788194458,34,M,3,High School,Married,65000,26,4,3,3265.0,1843,35,0.771
720779733,56,M,1,Uneducated,Married,170000,36,3,2,6041.0,1747,49,0.224
717424458,44,F,2,Post-Graduate,Married,31000,36,3,3,2293.0,1166,22,0.795
708820308,47,M,3,Post-Graduate,Unknown,115000,36,6,2,13399.0,1326,31,0.187
710558058,46,F,3,Graduate,Married,27000,38,4,3,4317.0,1619,36,0.583
770590758,43,F,3,Graduate,Single,56000,29,5,2,3378.0,1285,16,0.316
718490658,50,F,1,Graduate,Single,34000,36,4,1,5012.0,1142,28,0.447
711985833,38,F,4,Uneducated,Single,20000,30,4,1,2569.0,1190,46,0.625
708967608,53,F,1,Graduate,Single,37000,45,3,1,3471.0,1052,24,0.514
718505958,43,M,5,Graduate,Divorced,135000,31,5,3,34516.0,1628,38,0.049
715024233,53,M,1,High School,Married,178000,36,6,3,3312.0,1740,32,0.557
779249583,56,F,1,Graduate,Married,31000,38,4,3,2578.0,1378,29,0.955
709278258,54,M,2,High School,Married,56000,44,4,3,2902.0,996,26,0.867
